Record ID,College Name,District,College Code,Branch Name,Branch Code,OC,BC,BCM,MBC,SC,SCA,ST
TNEA2025-00001,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",,2347,AGRICULTURAL ENGINEERING,AG,109.0,106.5,,100.5,,,
TNEA2025-00002,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",,2347,Artificial Intelligence and Data Science,AD,142.5,87.0,141.5,112.5,122.0,,
TNEA2025-00003,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",,2347,COMPUTER SCIENCE AND ENGINEERING,CS,127.0,82.0,116.0,111.0,123.5,,
TNEA2025-00004,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",,2347,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,130.5,88.0,116.5,112.0,99.5,,
TNEA2025-00005,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",,2347,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,119.0,95.0,102.5,103.0,,,
TNEA2025-00006,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",,2347,INFORMATION TECHNOLOGY,IT,122.0,90.0,116.5,104.5,,,
TNEA2025-00007,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",,2347,MECHANICAL ENGINEERING,ME,114.5,84.0,,103.0,81.5,,
TNEA2025-00008,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,1441,Artificial Intelligence and Data Science,AD,128.5,104.5,124.5,88.5,116.0,,
TNEA2025-00009,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,1441,CIVIL  ENGINEERING,CE,88.5,,,,,,
TNEA2025-00010,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,1441,COMPUTER SCIENCE AND ENGINEERING,CS,120.0,85.0,107.0,99.5,96.5,,
TNEA2025-00011,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,1441,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,89.5,80.5,,83.5,,,
TNEA2025-00012,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,1441,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,117.5,109.5,,90.5,96.5,,
TNEA2025-00013,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,1441,INFORMATION TECHNOLOGY,IT,118.0,94.0,,90.0,112.0,,
TNEA2025-00014,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,1441,MECHANICAL ENGINEERING,ME,93.5,,,,,,
TNEA2025-00015,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",,4937,CIVIL  ENGINEERING,CE,,,,,,,
TNEA2025-00016,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",,4937,COMPUTER SCIENCE AND ENGINEERING,CS,,,,,,,
TNEA2025-00017,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",,4937,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,,,,,,,
TNEA2025-00018,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",,4937,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,,,,,,,
TNEA2025-00019,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",,4937,MECHANICAL ENGINEERING,ME,,,,,,,
TNEA2025-00020,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,1436,Artificial Intelligence and Data Science,AD,85.5,,,,,,
TNEA2025-00021,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,1436,CIVIL  ENGINEERING,CE,,,,,,,
TNEA2025-00022,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,1436,COMPUTER SCIENCE AND ENGINEERING,CS,83.5,,,,,,
TNEA2025-00023,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,1436,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,91.5,,,,,,
TNEA2025-00024,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,1436,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,121.0,,,,,,
TNEA2025-00025,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,1436,MECHANICAL ENGINEERING,ME,,,,,,,
TNEA2025-00026,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,3821,AGRICULTURAL ENGINEERING,AG,134.5,,,,,,
TNEA2025-00027,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,3821,Artificial Intelligence and Data Science,AD,108.0,96.5,98.0,,,,
TNEA2025-00028,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,3821,BIO MEDICAL ENGINEERING,BM,89.5,,,,,,
TNEA2025-00029,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,3821,CIVIL  ENGINEERING,CE,,,,,,,
TNEA2025-00030,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,3821,COMPUTER SCIENCE AND ENGINEERING,CS,86.5,,,,,,
TNEA2025-00031,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,3821,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,113.5,,,,,,
TNEA2025-00032,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,3821,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,90.5,82.5,87.0,83.5,,,
TNEA2025-00033,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,3821,MECHANICAL ENGINEERING,ME,105.0,,,,,,
TNEA2025-00034,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,3801,Artificial Intelligence and Data Science,AD,168.5,134.5,167.5,138.5,101.0,,
TNEA2025-00035,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,3801,CIVIL  ENGINEERING,CE,117.0,,,96.5,95.5,,
TNEA2025-00036,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,3801,COMPUTER SCIENCE AND ENGINEERING,CS,165.0,125.0,152.5,145.5,105.0,101.5,
TNEA2025-00037,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,3801,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,129.5,102.5,,121.0,103.0,,
TNEA2025-00038,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,3801,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,147.5,98.5,143.5,136.5,106.0,,
TNEA2025-00039,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,3801,INFORMATION TECHNOLOGY,IT,163.0,125.5,150.0,143.5,83.0,,
TNEA2025-00040,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,3801,INSTRUMENTATION AND CONTROL ENGINEERING,IC,119.0,,,105.0,,,
TNEA2025-00041,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,3801,MECHANICAL ENGINEERING,ME,114.5,,,106.5,109.5,,
TNEA2025-00042,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,4680,Artificial Intelligence and Data Science,AD,162.5,135.0,,144.0,101.0,95.0,
TNEA2025-00043,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,4680,CIVIL  ENGINEERING,CE,124.0,102.5,115.0,,98.0,,
TNEA2025-00044,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,4680,COMPUTER SCIENCE AND ENGINEERING,CS,154.5,140.5,136.5,120.5,115.0,122.5,
TNEA2025-00045,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,4680,Computer Science and Engineering (Cyber Security),SC,144.0,136.0,,119.5,114.5,96.5,
TNEA2025-00046,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,4680,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,138.0,108.0,134.5,104.5,99.5,116.5,
TNEA2025-00047,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,4680,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,163.5,142.5,,120.0,122.0,123.0,
TNEA2025-00048,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,4680,INFORMATION TECHNOLOGY,IT,144.0,134.0,123.0,113.5,108.0,84.5,
TNEA2025-00049,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,4680,MECHANICAL ENGINEERING,ME,118.0,84.5,,94.0,92.0,118.0,
TNEA2025-00050,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,2652,Artificial Intelligence and Data Science,AD,124.5,93.5,123.0,103.0,104.0,104.5,
TNEA2025-00051,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,2652,COMPUTER SCIENCE AND ENGINEERING,CS,103.5,,101.0,93.5,,,
TNEA2025-00052,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,2652,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,91.0,,,,,,
TNEA2025-00053,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,2652,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,103.5,,96.5,,,,
TNEA2025-00054,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,2652,INFORMATION TECHNOLOGY,IT,113.5,92.5,107.0,93.5,86.5,108.5,
TNEA2025-00055,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,2652,MECHANICAL ENGINEERING,ME,100.0,,,,,,
TNEA2025-00056,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",,1232,Artificial Intelligence and Data Science,AD,88.0,,,,,,
TNEA2025-00057,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",,1232,CIVIL  ENGINEERING,CE,,,,,,,
TNEA2025-00058,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",,1232,COMPUTER SCIENCE AND ENGINEERING,CS,114.0,,,,,,
TNEA2025-00059,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",,1232,Computer Science and Engineering (Cyber Security),SC,91.0,,,,,,
TNEA2025-00060,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",,1232,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,,,,,,,
TNEA2025-00061,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",,1232,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,85.0,,,,,,
TNEA2025-00062,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",,1232,INFORMATION TECHNOLOGY,IT,84.0,,,,,,
TNEA2025-00063,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",,1232,MECHANICAL ENGINEERING,ME,,,,,,,
TNEA2025-00064,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,2636,Artificial Intelligence and Data Science,AD,127.0,84.0,101.0,107.0,79.0,80.0,104.0
TNEA2025-00065,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,2636,BIO MEDICAL ENGINEERING,BM,144.0,82.0,126.0,135.0,104.0,137.0,
TNEA2025-00066,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,2636,CIVIL  ENGINEERING,CE,109.0,90.0,,101.0,80.5,104.0,
TNEA2025-00067,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,2636,COMPUTER SCIENCE AND ENGINEERING,CS,131.5,84.5,93.0,110.0,84.5,112.0,86.0
TNEA2025-00068,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,2636,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,125.0,89.5,99.5,102.5,88.0,100.0,
TNEA2025-00069,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,2636,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,127.0,95.5,94.0,104.5,92.0,101.0,99.0
TNEA2025-00070,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,2636,INFORMATION TECHNOLOGY,IT,137.5,88.5,,105.5,90.0,109.0,
TNEA2025-00071,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,2636,MECHANICAL ENGINEERING,ME,120.0,85.0,95.0,101.5,91.0,102.5,
TNEA2025-00072,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,Artificial Intelligence and Data Science,AD,152.5,117.0,150.5,109.5,125.0,,
TNEA2025-00073,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,COMPUTER SCIENCE AND BUSSINESS SYSTEM,CB,134.5,98.0,134.5,111.0,,,
TNEA2025-00074,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,COMPUTER SCIENCE AND ENGINEERING,CS,148.0,89.0,145.0,96.5,130.0,,
TNEA2025-00075,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),AM,147.5,100.5,145.5,120.0,105.5,,
TNEA2025-00076,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,Computer Science and Engineering (Cyber Security),SC,137.5,106.0,136.0,126.0,108.0,,
TNEA2025-00077,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,119.5,101.5,,,,,
TNEA2025-00078,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,138.0,94.5,137.0,100.5,,,
TNEA2025-00079,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,INFORMATION TECHNOLOGY,IT,142.5,105.5,137.5,130.5,87.0,,
TNEA2025-00080,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,1101,MECHANICAL ENGINEERING,ME,105.5,,,,,,
TNEA2025-00081,"Adhi College of Engineering and Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,1233,Artificial Intelligence and Data Science,AD,139.5,112.5,,130.0,126.0,,
TNEA2025-00082,"Adhi College of Engineering and Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,1233,COMPUTER SCIENCE AND ENGINEERING,CS,132.5,90.5,,97.5,98.5,,
TNEA2025-00083,"Adhi College of Engineering and Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,1233,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,81.0,,,,,,
TNEA2025-00084,"Adhi College of Engineering and Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,1233,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,115.0,89.5,99.5,87.5,100.0,,113.0
TNEA2025-00085,"Adhi College of Engineering and Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,1233,INFORMATION TECHNOLOGY,IT,139.0,114.5,,126.5,102.5,,
TNEA2025-00086,"Adhi College of Engineering and Technology, No. 6, Munu  Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,1233,MECHANICAL ENGINEERING,ME,86.5,,,,,,
TNEA2025-00087,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,1501,Artificial Intelligence and Data Science,AD,140.5,90.5,128.0,128.5,124.5,,
TNEA2025-00088,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,1501,CIVIL  ENGINEERING,CE,105.0,,,,,,
TNEA2025-00089,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,1501,COMPUTER SCIENCE AND ENGINEERING,CS,145.5,135.0,,127.5,104.0,,
TNEA2025-00090,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,1501,Computer Science and Engineering (Cyber Security),SC,127.5,111.0,,110.0,,,
TNEA2025-00091,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,1501,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,114.5,82.5,,109.0,106.5,,
TNEA2025-00092,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,1501,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,140.5,114.0,139.0,127.5,116.0,,
TNEA2025-00093,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,1501,INFORMATION TECHNOLOGY,IT,143.0,125.5,106.5,123.0,110.5,,
TNEA2025-00094,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,1501,MECHANICAL ENGINEERING,ME,111.5,99.0,,100.5,,,
TNEA2025-00095,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,1401,CHEMICAL  ENGINEERING,CH,92.5,,,,,,
TNEA2025-00096,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,1401,CIVIL  ENGINEERING,CE,84.0,,,,,,
TNEA2025-00097,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,1401,COMPUTER SCIENCE AND ENGINEERING,CS,151.5,116.5,124.0,131.5,109.5,107.0,
TNEA2025-00098,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,1401,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),AM,150.5,111.5,146.5,133.0,111.5,,
TNEA2025-00099,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,1401,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,93.5,,,,,,
TNEA2025-00100,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,1401,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,125.0,108.0,89.0,95.5,110.0,,
TNEA2025-00101,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,1401,INFORMATION TECHNOLOGY,IT,146.5,124.5,119.0,131.0,91.5,,
TNEA2025-00102,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,1401,MECHANICAL ENGINEERING,ME,88.5,,,,,,
TNEA2025-00103,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,AERONAUTICAL ENGINEERING,AE,83.5,,,,,,
TNEA2025-00104,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,Artificial Intelligence and Data Science,AD,160.0,142.5,138.5,144.5,119.0,,
TNEA2025-00105,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,BIO MEDICAL ENGINEERING,BM,116.5,91.0,,96.0,,,
TNEA2025-00106,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,BIO TECHNOLOGY,BT,136.5,99.5,122.5,117.5,103.5,,
TNEA2025-00107,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,CHEMICAL  ENGINEERING,CH,86.0,,,,,,
TNEA2025-00108,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,CIVIL  ENGINEERING,CE,100.5,,,,,,
TNEA2025-00109,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,COMPUTER SCIENCE AND ENGINEERING,CS,161.0,142.0,148.5,136.0,105.5,112.0,
TNEA2025-00110,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,Computer Science and Engineering (Cyber Security),SC,145.5,134.5,142.5,129.0,105.0,,
TNEA2025-00111,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,122.5,110.5,,107.5,101.0,,
TNEA2025-00112,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,148.0,128.0,136.0,131.0,89.0,,
TNEA2025-00113,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,INFORMATION TECHNOLOGY,IT,151.0,140.5,145.0,138.5,101.5,136.5,
TNEA2025-00114,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,2601,MECHANICAL ENGINEERING,ME,110.5,95.5,,92.5,,,
TNEA2025-00115,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1,349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,2744,Artificial Intelligence and Data Science,AD,158.0,148.0,156.0,144.5,,,
TNEA2025-00116,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1,349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,2744,CIVIL  ENGINEERING,CE,112.5,,,99.0,84.0,106.0,
TNEA2025-00117,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1,349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,2744,COMPUTER SCIENCE AND ENGINEERING,CS,159.0,147.5,139.5,142.5,,,
TNEA2025-00118,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1,349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,2744,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,144.5,142.0,,125.5,101.0,,
TNEA2025-00119,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1,349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,2744,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,152.5,146.0,101.0,141.0,,,
TNEA2025-00120,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1,349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,2744,INFORMATION TECHNOLOGY,IT,155.5,149.0,135.5,141.5,,,
