Record ID,College Name,District,College Code,Branch Name,Branch Code,OC,BC,BCM,MBC,SC,SCA,ST
TNEA2025-00253,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",SALEM,2648,CIVIL  ENGINEERING,CE,82.5,,,,,,
TNEA2025-00254,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",SALEM,2648,COMPUTER SCIENCE AND ENGINEERING,CS,143.5,118.0,,123.5,132.5,136.5,
TNEA2025-00255,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",SALEM,2648,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,112.5,82.0,,94.0,84.5,108.0,
TNEA2025-00256,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",SALEM,2648,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,125.0,97.0,112.0,104.0,107.0,115.5,
TNEA2025-00257,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",SALEM,2648,INFORMATION TECHNOLOGY,IT,128.5,80.5,80.5,116.0,111.0,116.0,
TNEA2025-00258,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",SALEM,2648,MECHANICAL ENGINEERING,ME,96.0,93.0,,90.0,90.0,,
TNEA2025-00259,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",KANCHIPURAM,1230,AERONAUTICAL ENGINEERING,AE,83.0,,,,,,
TNEA2025-00260,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",KANCHIPURAM,1230,Artificial Intelligence and Data Science,AD,142.5,98.0,,104.5,112.5,,
TNEA2025-00261,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",KANCHIPURAM,1230,COMPUTER SCIENCE AND BUSSINESS SYSTEM,CB,110.5,108.5,,102.0,89.0,,
TNEA2025-00262,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",KANCHIPURAM,1230,COMPUTER SCIENCE AND ENGINEERING,CS,137.5,108.5,,133.5,112.5,,
TNEA2025-00263,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",KANCHIPURAM,1230,Computer Science and Engineering (Cyber Security),SC,112.0,,,,,,
TNEA2025-00264,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",KANCHIPURAM,1230,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,100.5,,,,,,
TNEA2025-00265,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",KANCHIPURAM,1230,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,118.0,98.5,111.5,97.0,97.0,,
TNEA2025-00266,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",KANCHIPURAM,1230,MECHANICAL ENGINEERING,ME,,,,,,,
TNEA2025-00267,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",THANJAVUR,3804,Artificial Intelligence and Data Science,AD,153.5,94.0,105.0,134.0,101.5,,
TNEA2025-00268,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",THANJAVUR,3804,BIO MEDICAL ENGINEERING,BM,93.0,,,,,,
TNEA2025-00269,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",THANJAVUR,3804,COMPUTER SCIENCE AND ENGINEERING,CS,141.0,100.0,104.5,87.0,85.0,,
TNEA2025-00270,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",THANJAVUR,3804,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,91.0,,,,,,
TNEA2025-00271,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",THANJAVUR,3804,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,108.5,93.5,,94.5,93.5,,
TNEA2025-00272,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",THANJAVUR,3804,INFORMATION TECHNOLOGY,IT,132.5,95.5,124.5,81.5,83.5,,
TNEA2025-00273,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",THANJAVUR,3804,MECHANICAL ENGINEERING,ME,83.5,,,,,,
TNEA2025-00274,"Arifa Institute of Technology, Esanoor, Keelaiyur Post, Tirukkuvalai Taluk, Nagapattinam District-611103.",NAGAPATTINAM,3461,Artificial Intelligence and Data Science,AD,118.0,99.5,111.0,91.0,86.5,,
TNEA2025-00275,"Arifa Institute of Technology, Esanoor, Keelaiyur Post, Tirukkuvalai Taluk, Nagapattinam District-611103.",NAGAPATTINAM,3461,COMPUTER SCIENCE AND ENGINEERING,CS,105.0,104.0,104.0,98.5,82.0,,
TNEA2025-00276,"Arifa Institute of Technology, Esanoor, Keelaiyur Post, Tirukkuvalai Taluk, Nagapattinam District-611103.",NAGAPATTINAM,3461,Computer Science and Engineering (Cyber Security),SC,81.5,,,,,,
TNEA2025-00277,"Arifa Institute of Technology, Esanoor, Keelaiyur Post, Tirukkuvalai Taluk, Nagapattinam District-611103.",NAGAPATTINAM,3461,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,90.5,,,,,,
TNEA2025-00278,"Arifa Institute of Technology, Esanoor, Keelaiyur Post, Tirukkuvalai Taluk, Nagapattinam District-611103.",NAGAPATTINAM,3461,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,99.0,,,,,,
TNEA2025-00279,"Arifa Institute of Technology, Esanoor, Keelaiyur Post, Tirukkuvalai Taluk, Nagapattinam District-611103.",NAGAPATTINAM,3461,INFORMATION TECHNOLOGY,IT,121.0,91.5,,118.0,100.0,,
TNEA2025-00280,"Arifa Institute of Technology, Esanoor, Keelaiyur Post, Tirukkuvalai Taluk, Nagapattinam District-611103.",NAGAPATTINAM,3461,MECHANICAL ENGINEERING,ME,83.5,,,,,,
TNEA2025-00281,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,Artificial Intelligence and Data Science,AD,123.0,90.5,,120.5,94.5,123.0,
TNEA2025-00282,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,CIVIL  ENGINEERING,CE,92.5,,,,,,
TNEA2025-00283,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,COMPUTER SCIENCE AND BUSSINESS SYSTEM,CB,94.5,,,,,,
TNEA2025-00284,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,COMPUTER SCIENCE AND ENGINEERING,CS,99.0,96.0,,92.5,88.5,,
TNEA2025-00285,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),AM,94.5,,,,,,
TNEA2025-00286,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,Computer Science and Engineering (Cyber Security),SC,87.5,,,,,,
TNEA2025-00287,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,110.0,100.0,,100.0,,105.5,
TNEA2025-00288,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,INFORMATION TECHNOLOGY,IT,107.0,90.5,98.5,88.0,103.5,,
TNEA2025-00289,"Arjun College of Technology, 310/1B, Chettiyakkapalayam, Kinathukadavu, Coimbatore-642120.",COIMBATORE,2367,MECHANICAL ENGINEERING,ME,89.5,,,,,,
TNEA2025-00290,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,4979,Artificial Intelligence and Data Science,AD,101.5,,,,,,
TNEA2025-00291,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,4979,CIVIL  ENGINEERING,CE,,,,,,,
TNEA2025-00292,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,4979,COMPUTER SCIENCE AND ENGINEERING,CS,103.0,,,,,,
TNEA2025-00293,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,4979,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),AM,,,,,,,
TNEA2025-00294,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,4979,Computer Science and Engineering (Cyber Security),SC,,,,,,,
TNEA2025-00295,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,4979,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,,,,,,,
TNEA2025-00296,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,4979,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,152.0,,,,,,
TNEA2025-00297,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",VIRUDHUNAGAR,4979,INFORMATION TECHNOLOGY,IT,101.5,,,,,,
TNEA2025-00298,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,BIO TECHNOLOGY,BT,94.5,,,,,,
TNEA2025-00299,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,CHEMICAL  ENGINEERING,CH,,,,,,,
TNEA2025-00300,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,CIVIL  ENGINEERING,CE,,,,,,,
TNEA2025-00301,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,COMPUTER SCIENCE AND ENGINEERING,CS,110.5,,,,,,
TNEA2025-00302,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,85.0,,,,,,
TNEA2025-00303,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,,,,,,,
TNEA2025-00304,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,INFORMATION TECHNOLOGY,IT,136.0,,,96.5,,,
TNEA2025-00305,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,INSTRUMENTATION AND CONTROL ENGINEERING,IC,,,,,,,
TNEA2025-00306,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post,(Near Kanchipuram),Tiruvanamalai-604410.",TIRUVANNAMALAI,1503,MECHANICAL ENGINEERING,ME,,,,,,,
TNEA2025-00307,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai, Aravakurichy Taluk, Karur-639206.",KARUR,2356,Artificial Intelligence and Data Science,AD,101.0,,,,,,
TNEA2025-00308,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai, Aravakurichy Taluk, Karur-639206.",KARUR,2356,CIVIL  ENGINEERING,CE,,,,,,,
TNEA2025-00309,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai, Aravakurichy Taluk, Karur-639206.",KARUR,2356,COMPUTER SCIENCE AND ENGINEERING,CS,111.5,,,,,,
TNEA2025-00310,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai, Aravakurichy Taluk, Karur-639206.",KARUR,2356,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,,,,,,,
TNEA2025-00311,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai, Aravakurichy Taluk, Karur-639206.",KARUR,2356,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,,,,,,,
TNEA2025-00312,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai, Aravakurichy Taluk, Karur-639206.",KARUR,2356,MECHANICAL ENGINEERING,ME,116.0,,,,,,
TNEA2025-00313,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",KANNIYAKUMARI,4944,Artificial Intelligence and Data Science,AD,149.5,125.5,130.0,101.5,91.5,119.0,
TNEA2025-00314,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",KANNIYAKUMARI,4944,CIVIL  ENGINEERING,CE,98.5,88.5,,,,,
TNEA2025-00315,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",KANNIYAKUMARI,4944,COMPUTER SCIENCE AND ENGINEERING,CS,157.0,138.5,134.0,96.5,87.5,,
TNEA2025-00316,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",KANNIYAKUMARI,4944,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,138.0,112.0,100.5,,121.0,,
TNEA2025-00317,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",KANNIYAKUMARI,4944,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,144.0,122.5,110.0,106.0,121.0,,
TNEA2025-00318,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",KANNIYAKUMARI,4944,INFORMATION TECHNOLOGY,IT,134.0,116.0,112.0,97.0,,,
TNEA2025-00319,"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",KANNIYAKUMARI,4677,Artificial Intelligence and Data Science,AD,138.5,109.0,,126.5,91.0,,
TNEA2025-00320,"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",KANNIYAKUMARI,4677,COMPUTER SCIENCE AND ENGINEERING,CS,129.5,113.0,109.0,103.5,,,
TNEA2025-00321,"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",KANNIYAKUMARI,4677,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,100.5,87.0,,,,,
TNEA2025-00322,"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",KANNIYAKUMARI,4677,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,116.5,93.5,95.5,91.0,,,
TNEA2025-00323,"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",KANNIYAKUMARI,4677,INFORMATION TECHNOLOGY,IT,115.5,101.5,,92.0,,,
TNEA2025-00324,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,AGRICULTURAL ENGINEERING,AG,91.0,,,,,,
TNEA2025-00325,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,Artificial Intelligence and Data Science,AD,155.0,138.0,148.5,132.5,118.5,108.5,
TNEA2025-00326,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,BIO TECHNOLOGY,BT,116.0,96.5,,111.0,,,
TNEA2025-00327,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,CHEMICAL  ENGINEERING,CH,103.5,,,,,,
TNEA2025-00328,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,CIVIL  ENGINEERING,CE,115.5,,,103.0,,,
TNEA2025-00329,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,COMPUTER SCIENCE AND ENGINEERING,CS,154.5,132.0,130.0,119.5,90.0,,118.0
TNEA2025-00330,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),AM,124.0,98.0,106.5,93.5,111.5,,
TNEA2025-00331,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,Computer Science and Engineering (Cyber Security),SC,126.5,112.5,,94.5,95.0,115.0,
TNEA2025-00332,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,117.0,97.5,102.0,111.5,,92.0,
TNEA2025-00333,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,142.5,106.5,133.0,93.0,101.5,,
TNEA2025-00334,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,INFORMATION TECHNOLOGY,IT,144.0,136.0,114.5,111.0,107.5,123.0,
TNEA2025-00335,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,1504,MECHANICAL ENGINEERING,ME,83.5,,,,,,
TNEA2025-00336,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",THANJAVUR,3855,Artificial Intelligence and Data Science,AD,87.5,,,,,,
TNEA2025-00337,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",THANJAVUR,3855,CIVIL  ENGINEERING,CE,,,,,,,
TNEA2025-00338,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",THANJAVUR,3855,COMPUTER SCIENCE AND ENGINEERING,CS,111.5,,,,,,
TNEA2025-00339,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",THANJAVUR,3855,Computer Science and Engineering (Cyber Security),SC,90.5,,,,,,
TNEA2025-00340,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",THANJAVUR,3855,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,123.0,,,,,,
TNEA2025-00341,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",THANJAVUR,3855,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,,,,,,,
TNEA2025-00342,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",THANJAVUR,3855,INFORMATION TECHNOLOGY,IT,87.5,,,,,,
TNEA2025-00343,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",THANJAVUR,3855,MECHANICAL ENGINEERING,ME,,,,,,,
TNEA2025-00344,"Asan Memorial College of Engineering and Technology, Asan Nagar, 9th kilometer, Chengalpattu - Mahabalipuram Highway, Post Box No.6, Chengalpattu-603001.",CHENGALPATTU,1423,Artificial Intelligence and Data Science,AD,85.5,,,,,,
TNEA2025-00345,"Asan Memorial College of Engineering and Technology, Asan Nagar, 9th kilometer, Chengalpattu - Mahabalipuram Highway, Post Box No.6, Chengalpattu-603001.",CHENGALPATTU,1423,COMPUTER SCIENCE AND ENGINEERING,CS,127.0,92.0,,84.0,,,
TNEA2025-00346,"Asan Memorial College of Engineering and Technology, Asan Nagar, 9th kilometer, Chengalpattu - Mahabalipuram Highway, Post Box No.6, Chengalpattu-603001.",CHENGALPATTU,1423,Computer Science and Engineering (Cyber Security),SC,131.0,,,,,,
TNEA2025-00347,"Asan Memorial College of Engineering and Technology, Asan Nagar, 9th kilometer, Chengalpattu - Mahabalipuram Highway, Post Box No.6, Chengalpattu-603001.",CHENGALPATTU,1423,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,95.0,,,,,,
TNEA2025-00348,"Asan Memorial College of Engineering and Technology, Asan Nagar, 9th kilometer, Chengalpattu - Mahabalipuram Highway, Post Box No.6, Chengalpattu-603001.",CHENGALPATTU,1423,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,108.0,,,,,,
TNEA2025-00349,"Asan Memorial College of Engineering and Technology, Asan Nagar, 9th kilometer, Chengalpattu - Mahabalipuram Highway, Post Box No.6, Chengalpattu-603001.",CHENGALPATTU,1423,INFORMATION TECHNOLOGY,IT,114.5,,,,,,
TNEA2025-00350,"Asan Memorial College of Engineering and Technology, Asan Nagar, 9th kilometer, Chengalpattu - Mahabalipuram Highway, Post Box No.6, Chengalpattu-603001.",CHENGALPATTU,1423,MECHANICAL ENGINEERING,ME,101.5,,,,,,
TNEA2025-00351,"Asian College of Engineering and Technology, 294/2,Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore-641110.",COIMBATORE,2338,AGRICULTURAL ENGINEERING,AG,91.5,87.0,,,85.0,,
TNEA2025-00352,"Asian College of Engineering and Technology, 294/2,Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore-641110.",COIMBATORE,2338,Artificial Intelligence and Data Science,AD,119.5,85.0,,86.0,102.0,,
TNEA2025-00353,"Asian College of Engineering and Technology, 294/2,Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore-641110.",COIMBATORE,2338,BIO MEDICAL ENGINEERING,BM,119.5,92.0,,,101.5,96.5,
TNEA2025-00354,"Asian College of Engineering and Technology, 294/2,Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore-641110.",COIMBATORE,2338,COMPUTER SCIENCE AND ENGINEERING,CS,112.0,105.5,,87.5,86.5,,
TNEA2025-00355,"Asian College of Engineering and Technology, 294/2,Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore-641110.",COIMBATORE,2338,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,83.0,,,,,,
TNEA2025-00356,"Asian College of Engineering and Technology, 294/2,Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore-641110.",COIMBATORE,2338,INFORMATION TECHNOLOGY,IT,120.0,108.0,,95.0,110.0,,107.5
TNEA2025-00357,"Asian College of Engineering and Technology, 294/2,Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore-641110.",COIMBATORE,2338,MECHANICAL ENGINEERING,ME,92.0,,,,83.0,,
TNEA2025-00358,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,AGRICULTURAL ENGINEERING,AG,165.5,160.0,,147.5,111.0,,
TNEA2025-00359,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,Artificial Intelligence and Data Science,AD,183.5,181.0,173.0,175.5,132.0,134.0,118.0
TNEA2025-00360,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,Artificial Intelligence and Machine Learning,AL,180.5,179.0,174.0,175.0,131.5,127.5,
TNEA2025-00361,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,BIO TECHNOLOGY,BT,173.0,165.5,155.5,153.0,107.5,121.0,
TNEA2025-00362,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,COMPUTER SCIENCE AND BUSSINESS SYSTEM,CB,181.0,179.0,,175.5,135.5,132.5,104.0
TNEA2025-00363,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,COMPUTER SCIENCE AND ENGINEERING,CS,187.5,184.0,181.5,182.5,142.5,115.0,112.0
TNEA2025-00364,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,ELECTRICAL AND ELECTRONICS ENGINEERING,EE,179.0,176.5,167.0,167.0,128.0,132.0,125.0
TNEA2025-00365,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,ELECTRONICS AND COMMUNICATION ENGINEERING,EC,184.0,181.5,173.5,176.0,136.0,139.5,119.0
TNEA2025-00366,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,ELECTRONICS AND INSTRUMENTATION ENGINEERING,EI,175.5,174.0,172.0,166.0,118.0,127.0,
TNEA2025-00367,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,2702,INFORMATION TECHNOLOGY,IT,184.0,182.0,174.5,176.0,135.5,111.0,134.0
